#   r_nom       meanr       meanlogr       xip          xim         xip_pm       xim_im     sigma_xip      npairs       weight    npairs_weighted
  8.8005e+00   8.8013e+00   2.1749e+00   1.9890e-05  -1.0831e-05  -1.8510e-20  -2.9503e-05   3.2935e-05   3.0150e+07   6.6327e+09   3.3959e+07
  8.9902e+00   8.9910e+00   2.1962e+00   1.5353e-05   3.6213e-05   8.6613e-20   1.9251e-05   3.2276e-05   3.1401e+07   6.9063e+09   3.5363e+07
  9.1839e+00   9.1848e+00   2.2175e+00  -4.9297e-05   1.1043e-05   1.1595e-19  -3.7545e-05   3.1612e-05   3.2734e+07   7.1995e+09   3.6865e+07
  9.3819e+00   9.3827e+00   2.2389e+00   5.0185e-06  -3.1719e-05   2.7588e-20  -1.2755e-06   3.0963e-05   3.4113e+07   7.5040e+09   3.8423e+07
  9.5841e+00   9.5849e+00   2.2602e+00   2.5052e-05   5.0168e-06   9.0275e-21   2.5430e-06   3.0335e-05   3.5554e+07   7.8182e+09   4.0034e+07
  9.7906e+00   9.7915e+00   2.2815e+00  -3.6677e-05  -6.3135e-06   4.3618e-20  -6.8985e-05   2.9718e-05   3.7052e+07   8.1462e+09   4.1718e+07
  1.0002e+01   1.0003e+01   2.3028e+00   1.9226e-05  -2.8008e-06   2.5777e-20   1.8130e-06   2.9114e-05   3.8595e+07   8.4873e+09   4.3462e+07
  1.0217e+01   1.0218e+01   2.3241e+00   8.8648e-06  -4.6062e-07  -1.2474e-20  -1.4486e-05   2.8526e-05   4.0215e+07   8.8411e+09   4.5277e+07
  1.0437e+01   1.0438e+01   2.3455e+00  -3.5033e-05   1.7335e-05  -4.7923e-20  -1.4660e-05   2.7944e-05   4.1915e+07   9.2137e+09   4.7188e+07
  1.0662e+01   1.0663e+01   2.3668e+00   3.8806e-05   1.5791e-06   6.1922e-20   5.6251e-07   2.7367e-05   4.3702e+07   9.6061e+09   4.9201e+07
  1.0892e+01   1.0893e+01   2.3881e+00   5.2051e-07   3.5414e-05   1.1958e-19  -1.2739e-05   2.6807e-05   4.5552e+07   1.0012e+10   5.1281e+07
  1.1127e+01   1.1128e+01   2.4094e+00   5.4772e-05   2.7606e-05   7.1068e-20   4.1044e-06   2.6268e-05   4.7434e+07   1.0427e+10   5.3403e+07
  1.1367e+01   1.1368e+01   2.4308e+00   1.8606e-05  -2.0111e-05   2.5350e-20  -1.2136e-06   2.5731e-05   4.9449e+07   1.0866e+10   5.5665e+07
  1.1612e+01   1.1613e+01   2.4521e+00   2.5731e-05   9.8641e-06  -1.3359e-19  -1.4390e-05   2.5205e-05   5.1523e+07   1.1324e+10   5.8004e+07
  1.1862e+01   1.1863e+01   2.4734e+00   4.5954e-05   2.1688e-05  -4.6517e-20   2.1097e-06   2.4695e-05   5.3685e+07   1.1797e+10   6.0434e+07
  1.2118e+01   1.2119e+01   2.4947e+00  -1.9357e-08  -1.6669e-05   7.0814e-20  -2.1783e-05   2.4192e-05   5.5943e+07   1.2293e+10   6.2977e+07
  1.2379e+01   1.2380e+01   2.5161e+00  -2.0129e-05  -4.9451e-06   4.2764e-20  -2.4540e-05   2.3699e-05   5.8301e+07   1.2810e+10   6.5622e+07
  1.2646e+01   1.2647e+01   2.5374e+00   5.2176e-06   4.3655e-06  -6.1904e-20   7.7035e-06   2.3212e-05   6.0762e+07   1.3353e+10   6.8400e+07
  1.2918e+01   1.2919e+01   2.5587e+00   1.5245e-05  -4.1513e-06  -1.5638e-19   2.1042e-08   2.2744e-05   6.3310e+07   1.3907e+10   7.1256e+07
  1.3196e+01   1.3198e+01   2.5800e+00  -1.7709e-06  -9.5076e-06  -9.1336e-20   1.5597e-07   2.2281e-05   6.5966e+07   1.4492e+10   7.4250e+07
  1.3481e+01   1.3482e+01   2.6013e+00  -1.9552e-05   3.3772e-07   6.3490e-20   1.1558e-06   2.1830e-05   6.8745e+07   1.5097e+10   7.7360e+07
  1.3771e+01   1.3773e+01   2.6227e+00  -8.0425e-06  -8.9907e-06  -2.3160e-20   6.9494e-06   2.1379e-05   7.1652e+07   1.5740e+10   8.0644e+07
  1.4068e+01   1.4070e+01   2.6440e+00   5.4256e-07   5.2770e-06   3.9921e-20  -3.7703e-05   2.0943e-05   7.4682e+07   1.6402e+10   8.4041e+07
  1.4371e+01   1.4373e+01   2.6653e+00   3.6363e-06   2.0860e-05  -1.1995e-19   3.2967e-06   2.0523e-05   7.7773e+07   1.7081e+10   8.7520e+07
  1.4681e+01   1.4682e+01   2.6866e+00   1.8318e-05  -8.3299e-06   1.6242e-19  -1.0664e-05   2.0103e-05   8.1057e+07   1.7801e+10   9.1212e+07
  1.4998e+01   1.4999e+01   2.7080e+00   1.6680e-05   1.6710e-05   9.0899e-20  -4.8940e-06   1.9695e-05   8.4462e+07   1.8548e+10   9.5040e+07
  1.5321e+01   1.5322e+01   2.7293e+00  -7.0896e-07   1.2259e-05  -7.0971e-20  -3.3733e-05   1.9289e-05   8.8046e+07   1.9337e+10   9.9084e+07
  1.5651e+01   1.5652e+01   2.7506e+00   4.1376e-06  -5.8502e-06  -4.7516e-20  -8.1489e-06   1.8901e-05   9.1707e+07   2.0139e+10   1.0320e+08
  1.5988e+01   1.5990e+01   2.7719e+00   1.9918e-05   1.3060e-05  -8.8382e-20  -2.1084e-07   1.8515e-05   9.5584e+07   2.0986e+10   1.0754e+08
  1.6333e+01   1.6334e+01   2.7933e+00  -4.1418e-06   1.6963e-05   8.8531e-20  -7.9199e-06   1.8140e-05   9.9567e+07   2.1862e+10   1.1203e+08
  1.6685e+01   1.6686e+01   2.8146e+00   3.2883e-06   1.2382e-05  -3.1787e-20   1.8172e-05   1.7767e-05   1.0381e+08   2.2791e+10   1.1680e+08
  1.7044e+01   1.7046e+01   2.8359e+00   2.0722e-05   1.7894e-07   1.6678e-20   1.1802e-06   1.7408e-05   1.0813e+08   2.3741e+10   1.2167e+08
  1.7412e+01   1.7413e+01   2.8572e+00   1.2118e-05  -3.8770e-06   1.1909e-20   2.9080e-05   1.7053e-05   1.1269e+08   2.4740e+10   1.2679e+08
  1.7787e+01   1.7789e+01   2.8785e+00   1.5393e-08   1.1482e-05  -4.6460e-20   4.2368e-05   1.6711e-05   1.1737e+08   2.5763e+10   1.3205e+08
  1.8170e+01   1.8172e+01   2.8999e+00   2.6824e-06  -1.5302e-05   4.5684e-20   3.1817e-05   1.6368e-05   1.2237e+08   2.6856e+10   1.3766e+08
  1.8562e+01   1.8564e+01   2.9212e+00   2.2089e-05  -1.4103e-06   8.7113e-21  -9.5130e-06   1.6038e-05   1.2743e+08   2.7969e+10   1.4336e+08
  1.8962e+01   1.8964e+01   2.9425e+00   1.2223e-05   1.9645e-05   5.2774e-20   5.0526e-06   1.5716e-05   1.3273e+08   2.9126e+10   1.4931e+08
  1.9371e+01   1.9373e+01   2.9638e+00   1.6166e-05  -3.3327e-06   1.0328e-20   2.3620e-06   1.5396e-05   1.3833e+08   3.0354e+10   1.5560e+08
  1.9788e+01   1.9790e+01   2.9852e+00   1.3870e-05   9.3161e-06   1.0054e-19  -1.4201e-06   1.5083e-05   1.4414e+08   3.1625e+10   1.6213e+08
  2.0215e+01   2.0217e+01   3.0065e+00   1.6619e-05  -5.5409e-07  -7.7566e-20  -4.9417e-06   1.4780e-05   1.5013e+08   3.2938e+10   1.6886e+08
  2.0650e+01   2.0652e+01   3.0278e+00  -1.0266e-05   1.2211e-05  -8.4408e-21  -1.2158e-05   1.4485e-05   1.5633e+08   3.4295e+10   1.7584e+08
  2.1095e+01   2.1097e+01   3.0491e+00   1.7654e-06   6.5019e-06   7.0019e-20   1.4922e-05   1.4189e-05   1.6290e+08   3.5735e+10   1.8322e+08
  2.1550e+01   2.1552e+01   3.0705e+00   5.0870e-06  -4.4490e-06   5.1195e-22   4.5682e-06   1.3903e-05   1.6972e+08   3.7223e+10   1.9087e+08
  2.2015e+01   2.2017e+01   3.0918e+00  -1.9029e-05  -6.1708e-06  -6.7319e-20  -2.1698e-05   1.3624e-05   1.7675e+08   3.8764e+10   1.9877e+08
  2.2489e+01   2.2491e+01   3.1131e+00  -1.8963e-06   4.7024e-06   1.0869e-19  -1.4741e-05   1.3347e-05   1.8417e+08   4.0387e+10   2.0711e+08
  2.2974e+01   2.2976e+01   3.1344e+00   5.0060e-06  -4.3135e-06   3.1114e-21   1.1411e-05   1.3081e-05   1.9175e+08   4.2046e+10   2.1562e+08
  2.3469e+01   2.3471e+01   3.1557e+00  -3.0375e-06   1.1618e-05   1.0950e-19   5.2266e-06   1.2819e-05   1.9968e+08   4.3781e+10   2.2452e+08
  2.3975e+01   2.3977e+01   3.1771e+00   1.4884e-06   7.5026e-06   1.0347e-19  -6.1326e-06   1.2559e-05   2.0804e+08   4.5611e+10   2.3392e+08
  2.4491e+01   2.4494e+01   3.1984e+00   1.1546e-05  -3.2131e-06  -7.8469e-20   3.7335e-06   1.2308e-05   2.1662e+08   4.7492e+10   2.4358e+08
  2.5019e+01   2.5022e+01   3.2197e+00  -1.1394e-06   9.9715e-06   2.4569e-19  -1.0455e-05   1.2063e-05   2.2559e+08   4.9445e+10   2.5362e+08
  2.5558e+01   2.5561e+01   3.2410e+00  -5.5956e-06  -6.2433e-06   1.1564e-20  -2.5899e-06   1.1819e-05   2.3500e+08   5.1509e+10   2.6422e+08
  2.6109e+01   2.6112e+01   3.2624e+00  -6.7973e-07  -9.5078e-07   1.1607e-19  -8.4547e-06   1.1584e-05   2.4467e+08   5.3621e+10   2.7507e+08
  2.6672e+01   2.6674e+01   3.2837e+00   1.5550e-05  -7.4957e-06  -1.6965e-19   7.3915e-06   1.1353e-05   2.5474e+08   5.5819e+10   2.8636e+08
  2.7247e+01   2.7249e+01   3.3050e+00   3.4775e-06   9.1394e-06  -3.2864e-10   1.4964e-05   1.1125e-05   2.6531e+08   5.8136e+10   2.9825e+08
  2.7834e+01   2.7837e+01   3.3263e+00   7.5753e-06  -4.4443e-06   3.4056e-10   2.3955e-06   1.0905e-05   2.7618e+08   6.0504e+10   3.1043e+08
  2.8434e+01   2.8437e+01   3.3477e+00   1.1551e-05   1.7400e-08  -2.3812e-11  -5.8943e-06   1.0688e-05   2.8755e+08   6.2991e+10   3.2319e+08
  2.9047e+01   2.9049e+01   3.3690e+00   5.1369e-06  -1.5390e-06   6.8063e-20  -4.1843e-06   1.0473e-05   2.9943e+08   6.5595e+10   3.3655e+08
  2.9673e+01   2.9675e+01   3.3903e+00   2.5067e-07  -2.7866e-06   8.1424e-10  -3.0657e-06   1.0266e-05   3.1170e+08   6.8270e+10   3.5030e+08
  3.0312e+01   3.0315e+01   3.4116e+00   5.1312e-06  -6.5473e-07  -7.8032e-10  -6.1843e-06   1.0063e-05   3.2447e+08   7.1060e+10   3.6464e+08
  3.0965e+01   3.0968e+01   3.4329e+00   7.8211e-06   2.7078e-06  -2.0371e-12   8.3978e-06   9.8615e-06   3.3786e+08   7.3988e+10   3.7968e+08
  3.1633e+01   3.1636e+01   3.4543e+00   4.3704e-06   1.2662e-05   9.6208e-20  -1.6685e-05   9.6663e-06   3.5169e+08   7.7004e+10   3.9518e+08
  3.2315e+01   3.2318e+01   3.4756e+00   3.5331e-06   6.1421e-06   2.3108e-20   9.1079e-06   9.4732e-06   3.6621e+08   8.0178e+10   4.1150e+08
  3.3011e+01   3.3014e+01   3.4969e+00  -1.2070e-05   7.8117e-06  -2.3593e-20  -7.7605e-08   9.2874e-06   3.8107e+08   8.3417e+10   4.2815e+08
  3.3722e+01   3.3726e+01   3.5182e+00   1.3920e-05   3.9555e-06  -1.9479e-20  -4.3511e-06   9.1029e-06   3.9671e+08   8.6835e+10   4.4572e+08
  3.4449e+01   3.4453e+01   3.5396e+00   1.1344e-06  -4.0353e-06  -2.7958e-10   3.2118e-06   8.9230e-06   4.1293e+08   9.0373e+10   4.6391e+08
  3.5192e+01   3.5195e+01   3.5609e+00   5.7185e-06  -5.3978e-06   2.6863e-10   7.5805e-06   8.7466e-06   4.2983e+08   9.4054e+10   4.8283e+08
  3.5950e+01   3.5954e+01   3.5822e+00   1.1446e-05  -5.0396e-06  -1.1934e-19   5.6623e-06   8.5754e-06   4.4722e+08   9.7846e+10   5.0235e+08
  3.6725e+01   3.6728e+01   3.6035e+00   4.4391e-06   1.0334e-05   7.8402e-10   1.8776e-06   8.4055e-06   4.6553e+08   1.0184e+11   5.2289e+08
  3.7516e+01   3.7520e+01   3.6249e+00   8.9237e-06   8.9092e-06  -7.5374e-10  -4.8483e-06   8.2408e-06   4.8441e+08   1.0596e+11   5.4406e+08
  3.8325e+01   3.8329e+01   3.6462e+00  -2.0084e-06   1.7284e-06   2.3352e-10  -2.9870e-06   8.0776e-06   5.0424e+08   1.1029e+11   5.6631e+08
  3.9151e+01   3.9155e+01   3.6675e+00   6.2740e-06  -4.2227e-06  -2.2437e-10  -2.7622e-07   7.9193e-06   5.2467e+08   1.1474e+11   5.8920e+08
  3.9995e+01   3.9999e+01   3.6888e+00   6.5181e-06  -2.9251e-06   1.6924e-19  -5.0141e-06   7.7634e-06   5.4601e+08   1.1939e+11   6.1315e+08
  4.0857e+01   4.0861e+01   3.7102e+00   5.5845e-06   4.9379e-06  -4.4754e-20   2.9732e-06   7.6112e-06   5.6819e+08   1.2422e+11   6.3797e+08
  4.1737e+01   4.1741e+01   3.7315e+00   5.9389e-09   2.8339e-06  -3.7092e-20   3.7422e-06   7.4626e-06   5.9113e+08   1.2921e+11   6.6370e+08
  4.2637e+01   4.2641e+01   3.7528e+00  -3.8628e-06   1.0265e-05  -6.5898e-10   6.9843e-06   7.3169e-06   6.1496e+08   1.3442e+11   6.9042e+08
  4.3556e+01   4.3560e+01   3.7741e+00   5.1742e-06  -4.0867e-06   5.5042e-10  -1.0070e-05   7.1731e-06   6.3993e+08   1.3986e+11   7.1843e+08
  4.4494e+01   4.4499e+01   3.7954e+00  -2.5957e-07   4.1819e-07  -4.9935e-10   2.6232e-06   7.0319e-06   6.6584e+08   1.4553e+11   7.4756e+08
  4.5453e+01   4.5458e+01   3.8168e+00   7.7238e-06   1.4465e-05   5.5668e-10   1.0577e-06   6.8952e-06   6.9259e+08   1.5136e+11   7.7752e+08
  4.6433e+01   4.6437e+01   3.8381e+00  -3.5144e-06  -6.7332e-06   3.3528e-21   6.7481e-06   6.7605e-06   7.2051e+08   1.5745e+11   8.0887e+08
  4.7434e+01   4.7438e+01   3.8594e+00   1.8806e-06   4.9025e-06   6.1107e-12   6.8584e-06   6.6293e-06   7.4946e+08   1.6376e+11   8.4132e+08
  4.8456e+01   4.8461e+01   3.8807e+00  -2.5786e-06  -6.6957e-07  -1.7263e-12  -2.1963e-06   6.5000e-06   7.7960e+08   1.7033e+11   8.7515e+08
  4.9500e+01   4.9505e+01   3.9021e+00  -1.3963e-06  -4.5922e-06   1.1889e-10  -1.0149e-05   6.3735e-06   8.1094e+08   1.7716e+11   9.1027e+08
  5.0567e+01   5.0572e+01   3.9234e+00  -5.2423e-07   4.3231e-06  -6.5900e-11   3.8554e-06   6.2512e-06   8.4307e+08   1.8417e+11   9.4633e+08
  5.1657e+01   5.1662e+01   3.9447e+00   6.6441e-06  -1.0043e-06  -2.3560e-11   4.2342e-06   6.1302e-06   8.7680e+08   1.9151e+11   9.8410e+08
  5.2770e+01   5.2776e+01   3.9660e+00   3.2204e-06  -3.7274e-07  -2.5699e-11  -2.4795e-06   6.0113e-06   9.1187e+08   1.9917e+11   1.0235e+09
  5.3908e+01   5.3913e+01   3.9874e+00   6.4680e-06   1.1481e-06  -1.0620e-13  -1.7891e-06   5.8951e-06   9.4828e+08   2.0710e+11   1.0643e+09
  5.5070e+01   5.5075e+01   4.0087e+00  -2.5138e-06  -2.5199e-06   4.2925e-10   1.9972e-06   5.7817e-06   9.8602e+08   2.1531e+11   1.1065e+09
  5.6256e+01   5.6262e+01   4.0300e+00   6.8520e-07  -2.7821e-06  -4.6813e-10  -4.6074e-06   5.6696e-06   1.0254e+09   2.2392e+11   1.1508e+09
  5.7469e+01   5.7475e+01   4.0513e+00   5.9001e-06  -3.1518e-06   5.3304e-11   5.3590e-06   5.5603e-06   1.0663e+09   2.3280e+11   1.1965e+09
  5.8707e+01   5.8713e+01   4.0726e+00  -4.8126e-07  -2.3378e-06   6.1586e-20  -1.0560e-06   5.4528e-06   1.1088e+09   2.4208e+11   1.2442e+09
  5.9973e+01   5.9979e+01   4.0940e+00   2.8796e-07   9.8606e-06   2.2394e-10   1.8775e-07   5.3474e-06   1.1529e+09   2.5172e+11   1.2938e+09
  6.1265e+01   6.1271e+01   4.1153e+00   1.2866e-06  -1.7421e-06  -2.1541e-10   3.3241e-06   5.2446e-06   1.1987e+09   2.6171e+11   1.3451e+09
  6.2586e+01   6.2592e+01   4.1366e+00  -1.6537e-06   3.2315e-06  -2.1503e-10  -1.1233e-06   5.1430e-06   1.2466e+09   2.7216e+11   1.3988e+09
  6.3934e+01   6.3941e+01   4.1579e+00  -5.4388e-06  -8.6159e-07   5.1134e-10  -3.7844e-07   5.0435e-06   1.2962e+09   2.8301e+11   1.4546e+09
  6.5312e+01   6.5319e+01   4.1793e+00   3.8041e-06   2.7163e-06  -4.0309e-10   3.0875e-06   4.9468e-06   1.3474e+09   2.9419e+11   1.5121e+09
  6.6720e+01   6.6727e+01   4.2006e+00   3.2432e-06   2.9129e-06   3.1006e-10   6.5006e-07   4.8508e-06   1.4014e+09   3.0597e+11   1.5726e+09
  6.8158e+01   6.8165e+01   4.2219e+00  -6.6882e-06  -2.4853e-06  -1.9656e-10   1.2978e-06   4.7569e-06   1.4572e+09   3.1816e+11   1.6353e+09
  6.9627e+01   6.9634e+01   4.2432e+00   4.5148e-06  -9.2723e-07  -7.8126e-11  -2.5982e-06   4.6649e-06   1.5155e+09   3.3086e+11   1.7006e+09
  7.1127e+01   7.1135e+01   4.2646e+00   1.1144e-06   3.2028e-06   4.7535e-11  -2.6356e-06   4.5741e-06   1.5763e+09   3.4412e+11   1.7688e+09
  7.2660e+01   7.2668e+01   4.2859e+00   2.8232e-06   5.2502e-06  -1.3504e-10   2.2261e-06   4.4855e-06   1.6392e+09   3.5789e+11   1.8394e+09
  7.4226e+01   7.4234e+01   4.3072e+00   2.6815e-06   2.1974e-06  -4.9697e-10  -4.2092e-06   4.3985e-06   1.7047e+09   3.7218e+11   1.9129e+09
  7.5826e+01   7.5834e+01   4.3285e+00   6.4592e-06   1.9529e-07   6.2838e-10   4.8920e-06   4.3141e-06   1.7722e+09   3.8692e+11   1.9886e+09
  7.7460e+01   7.7469e+01   4.3499e+00   6.9087e-06   1.0223e-06  -1.0877e-19   3.6470e-06   4.2306e-06   1.8429e+09   4.0235e+11   2.0680e+09
  7.9130e+01   7.9139e+01   4.3712e+00   1.8217e-06  -1.6377e-06  -1.0891e-19   1.3137e-06   4.1502e-06   1.9152e+09   4.1813e+11   2.1491e+09
  8.0835e+01   8.0844e+01   4.3925e+00   4.2935e-06   1.8751e-06  -1.5510e-11   5.1437e-07   4.0704e-06   1.9912e+09   4.3469e+11   2.2343e+09
  8.2577e+01   8.2586e+01   4.4138e+00  -1.2968e-07   4.9743e-06   1.4927e-11   4.5592e-06   3.9937e-06   2.0688e+09   4.5156e+11   2.3211e+09
  8.4357e+01   8.4367e+01   4.4352e+00   5.2159e-06   1.7109e-06  -2.1326e-10  -6.1194e-08   3.9175e-06   2.1503e+09   4.6935e+11   2.4125e+09
  8.6175e+01   8.6185e+01   4.4565e+00   5.5960e-06   2.1055e-06   2.7600e-10   5.5165e-06   3.8436e-06   2.2339e+09   4.8758e+11   2.5064e+09
  8.8032e+01   8.8042e+01   4.4778e+00   2.0348e-06  -3.2189e-06  -7.3764e-11   4.0638e-06   3.7707e-06   2.3213e+09   5.0664e+11   2.6042e+09
  8.9930e+01   8.9940e+01   4.4991e+00  -8.1894e-07  -1.1564e-06   5.1595e-12   3.1164e-06   3.6998e-06   2.4113e+09   5.2630e+11   2.7053e+09
  9.1868e+01   9.1879e+01   4.5205e+00  -1.1278e-06   6.1831e-07   1.5834e-10   2.5049e-06   3.6302e-06   2.5049e+09   5.4672e+11   2.8102e+09
  9.3848e+01   9.3859e+01   4.5418e+00  -1.7348e-07   2.9385e-06  -2.6180e-10   3.2334e-07   3.5616e-06   2.6025e+09   5.6798e+11   2.9196e+09
  9.5870e+01   9.5882e+01   4.5631e+00  -2.0243e-06  -1.4801e-06  -1.0386e-10  -4.1663e-08   3.4948e-06   2.7036e+09   5.8997e+11   3.0328e+09
  9.7937e+01   9.7948e+01   4.5844e+00   4.1486e-06  -1.1418e-06   2.3288e-10  -1.7510e-07   3.4299e-06   2.8071e+09   6.1254e+11   3.1488e+09
  1.0005e+02   1.0006e+02   4.6057e+00   2.0492e-07  -4.5757e-07  -3.0623e-11   3.3549e-06   3.3664e-06   2.9145e+09   6.3594e+11   3.2692e+09
  1.0220e+02   1.0222e+02   4.6271e+00  -5.2731e-07  -5.4488e-08  -1.4747e-20  -4.1452e-07   3.3038e-06   3.0264e+09   6.6032e+11   3.3944e+09
  1.0441e+02   1.0442e+02   4.6484e+00  -3.3444e-07   6.1420e-07  -1.3033e-10  -2.7133e-06   3.2427e-06   3.1417e+09   6.8550e+11   3.5238e+09
  1.0666e+02   1.0667e+02   4.6697e+00  -2.1915e-06  -4.4505e-08   1.2579e-10  -3.8302e-06   3.1832e-06   3.2605e+09   7.1144e+11   3.6570e+09
  1.0896e+02   1.0897e+02   4.6910e+00  -2.8551e-06   2.2754e-06  -6.0514e-11   1.9194e-06   3.1254e-06   3.3828e+09   7.3804e+11   3.7939e+09
  1.1130e+02   1.1132e+02   4.7124e+00   2.1540e-06   1.7029e-06   5.8527e-11   1.8911e-06   3.0680e-06   3.5109e+09   7.6597e+11   3.9374e+09
  1.1370e+02   1.1372e+02   4.7337e+00   4.5225e-06  -1.5378e-06   9.4528e-11  -5.2452e-07   3.0119e-06   3.6431e+09   7.9484e+11   4.0856e+09
  1.1615e+02   1.1617e+02   4.7550e+00  -2.2881e-06   4.0457e-06  -4.6014e-10  -9.0263e-07   2.9571e-06   3.7796e+09   8.2463e+11   4.2387e+09
  1.1866e+02   1.1867e+02   4.7763e+00   2.5284e-06   3.2862e-06   2.4480e-10   3.7177e-07   2.9029e-06   3.9227e+09   8.5585e+11   4.3991e+09
  1.2121e+02   1.2123e+02   4.7977e+00   3.6378e-06   3.6657e-07   3.6082e-10  -5.6452e-07   2.8507e-06   4.0673e+09   8.8755e+11   4.5616e+09
  1.2383e+02   1.2384e+02   4.8190e+00   5.0975e-07  -2.6607e-06  -2.4472e-10   5.1738e-07   2.7992e-06   4.2187e+09   9.2057e+11   4.7314e+09
  1.2649e+02   1.2651e+02   4.8403e+00   1.0990e-06   3.5657e-06   1.5387e-10   3.5199e-06   2.7501e-06   4.3713e+09   9.5391e+11   4.9025e+09
  1.2922e+02   1.2924e+02   4.8616e+00  -6.0288e-07  -9.2070e-07  -5.5967e-10  -6.2698e-07   2.7013e-06   4.5314e+09   9.8880e+11   5.0818e+09
  1.3201e+02   1.3202e+02   4.8830e+00   1.8086e-07  -2.1003e-06   3.9705e-10  -2.4038e-06   2.6545e-06   4.6936e+09   1.0241e+12   5.2633e+09
  1.3485e+02   1.3487e+02   4.9043e+00  -2.8278e-06  -1.3111e-06  -1.5553e-20  -8.7082e-07   2.6082e-06   4.8625e+09   1.0609e+12   5.4524e+09
  1.3776e+02   1.3778e+02   4.9256e+00  -1.7372e-07  -3.5442e-07  -3.8188e-12   1.7534e-06   2.5634e-06   5.0356e+09   1.0986e+12   5.6460e+09
  1.4073e+02   1.4075e+02   4.9469e+00   7.2289e-07  -2.0809e-06  -3.9488e-11   1.0359e-06   2.5194e-06   5.2144e+09   1.1374e+12   5.8458e+09
  1.4376e+02   1.4378e+02   4.9683e+00  -2.4886e-06   9.3258e-07   4.1846e-11   1.1338e-07   2.4767e-06   5.3979e+09   1.1772e+12   6.0507e+09
  1.4686e+02   1.4688e+02   4.9896e+00   1.4863e-06   1.6346e-07  -5.9160e-14  -3.2241e-06   2.4351e-06   5.5864e+09   1.2181e+12   6.2611e+09
  1.5002e+02   1.5005e+02   5.0109e+00   6.5752e-07   5.8159e-07   3.3442e-11   1.0261e-06   2.3944e-06   5.7805e+09   1.2601e+12   6.4775e+09
  1.5326e+02   1.5328e+02   5.0322e+00  -1.2974e-06  -5.2457e-07  -3.2329e-11   1.0069e-06   2.3544e-06   5.9812e+09   1.3036e+12   6.7012e+09
  1.5656e+02   1.5658e+02   5.0536e+00   1.0288e-06   3.7829e-06   3.7889e-11   8.1465e-07   2.3156e-06   6.1871e+09   1.3480e+12   6.9303e+09
  1.5993e+02   1.5996e+02   5.0749e+00   2.2297e-07   1.1263e-06  -3.6651e-11  -1.6420e-06   2.2779e-06   6.3973e+09   1.3934e+12   7.1641e+09
  1.6338e+02   1.6341e+02   5.0962e+00   1.5555e-06  -1.0146e-06  -2.8684e-10   2.5612e-06   2.2409e-06   6.6132e+09   1.4402e+12   7.4048e+09
  1.6690e+02   1.6693e+02   5.1176e+00   1.6505e-06   1.8909e-06   2.7755e-10  -2.8623e-07   2.2046e-06   6.8356e+09   1.4885e+12   7.6530e+09
  1.7050e+02   1.7053e+02   5.1389e+00  -3.5105e-06   8.3508e-07   1.6453e-10  -4.3879e-07   2.1699e-06   7.0615e+09   1.5371e+12   7.9037e+09
  1.7417e+02   1.7420e+02   5.1602e+00  -2.0746e-06   3.2985e-07  -2.8934e-10  -1.0140e-06   2.1355e-06   7.2957e+09   1.5877e+12   8.1638e+09
  1.7793e+02   1.7796e+02   5.1815e+00  -6.9598e-07   6.0002e-07   1.2600e-10   2.8828e-06   2.1019e-06   7.5353e+09   1.6395e+12   8.4301e+09
  1.8176e+02   1.8180e+02   5.2029e+00   1.0797e-06  -1.0514e-07   9.6362e-12  -2.6578e-06   2.0689e-06   7.7832e+09   1.6931e+12   8.7059e+09
  1.8568e+02   1.8571e+02   5.2242e+00  -5.2449e-07   2.3829e-06  -9.2515e-12  -3.0925e-07   2.0374e-06   8.0319e+09   1.7467e+12   8.9814e+09
  1.8968e+02   1.8972e+02   5.2455e+00   4.9305e-07  -1.2106e-06  -3.6603e-11  -3.6268e-08   2.0064e-06   8.2889e+09   1.8022e+12   9.2666e+09
  1.9377e+02   1.9381e+02   5.2668e+00  -1.0849e-06   9.8763e-07   3.5401e-11  -4.5868e-07   1.9767e-06   8.5492e+09   1.8580e+12   9.5542e+09
  1.9794e+02   1.9799e+02   5.2882e+00  -4.4985e-07   1.0938e-06  -1.1739e-20  -2.0110e-07   1.9475e-06   8.8157e+09   1.9154e+12   9.8490e+09
  2.0221e+02   2.0225e+02   5.3095e+00  -2.3822e-06  -1.5314e-06   7.5845e-21  -8.4772e-07   1.9195e-06   9.0848e+09   1.9730e+12   1.0146e+10
  2.0657e+02   2.0662e+02   5.3308e+00  -1.3636e-06   2.7976e-06  -2.8844e-15   2.0736e-06   1.8922e-06   9.3603e+09   2.0320e+12   1.0450e+10
  2.1102e+02   2.1107e+02   5.3522e+00   1.8983e-06  -6.4612e-08  -4.4038e-11  -9.7103e-07   1.8661e-06   9.6378e+09   2.0912e+12   1.0755e+10
  2.1557e+02   2.1562e+02   5.3735e+00   1.3029e-06   6.5727e-07   4.2752e-11   2.5318e-07   1.8404e-06   9.9255e+09   2.1524e+12   1.1069e+10
  2.2021e+02   2.2027e+02   5.3948e+00   1.3144e-06   1.5315e-06  -8.7891e-11   1.2346e-06   1.8156e-06   1.0215e+10   2.2139e+12   1.1386e+10
  2.2496e+02   2.2502e+02   5.4162e+00  -1.5317e-06   2.8281e-06   6.5708e-10  -3.0789e-06   1.7917e-06   1.0507e+10   2.2761e+12   1.1706e+10
