# R.A., Dec., mask
342.194 -32.850 0
342.194 -32.750 0
342.194 -32.650 0
342.194 -32.550 0
342.194 -32.450 0
342.194 -32.350 1
342.194 -32.250 1
342.194 -32.150 1
342.194 -32.050 1
342.194 -31.950 1
342.194 -31.850 1
342.194 -31.750 1
342.194 -31.650 1
342.194 -31.550 1
342.194 -31.450 1
342.194 -31.350 1
342.194 -31.250 1
342.194 -31.150 1
342.194 -31.050 1
342.194 -30.950 1
342.194 -30.850 1
342.194 -30.750 1
342.194 -30.650 1
342.194 -30.550 1
342.194 -30.450 1
342.194 -30.350 1
342.194 -30.250 1
342.194 -30.150 1
342.194 -30.050 1
342.194 -29.950 1
342.194 -29.850 1
342.194 -29.750 1
342.194 -29.650 1
342.194 -29.550 1
342.194 -29.450 1
342.194 -29.350 1
342.194 -29.250 1
342.194 -29.150 1
342.194 -29.050 1
342.194 -28.950 1
342.194 -28.850 1
342.194 -28.750 1
342.194 -28.650 1
342.194 -28.550 1
342.194 -28.450 1
342.194 -28.350 1
342.194 -28.250 1
342.194 -28.150 1
342.194 -28.050 1
342.194 -27.950 1
342.194 -27.850 1
342.194 -27.750 1
342.194 -27.650 1
342.194 -27.550 1
342.194 -27.450 1
342.194 -27.350 1
342.194 -27.250 1
342.194 -27.150 1
342.194 -27.050 1
342.194 -26.950 1
342.194 -26.850 1
342.194 -26.750 1
342.194 -26.650 1
342.194 -26.550 1
342.194 -26.450 1
342.194 -26.350 1
342.194 -26.250 0
342.194 -26.150 0
342.194 -26.050 0
342.311 -35.950 0
342.311 -35.850 0
342.311 -35.750 0
342.311 -35.650 0
342.311 -35.550 1
342.311 -35.450 1
342.311 -35.350 1
342.311 -35.250 1
342.311 -35.150 1
342.311 -35.050 1
342.311 -34.950 1
342.311 -34.850 1
342.311 -34.750 1
342.311 -34.650 1
342.311 -34.550 1
342.311 -34.450 1
342.311 -34.350 1
342.311 -34.250 1
342.311 -34.150 1
342.311 -34.050 0
342.311 -33.950 0
342.311 -33.850 0
342.311 -33.750 0
342.311 -33.650 0
342.311 -33.550 0
342.311 -33.450 0
342.311 -33.350 0
342.311 -33.250 0
342.311 -33.150 0
342.311 -33.050 0
342.311 -32.950 0
342.311 -32.850 0
342.311 -32.750 0
342.311 -32.650 0
342.311 -32.550 0
342.311 -32.450 0
342.311 -32.350 1
342.311 -32.250 1
342.311 -32.150 1
342.311 -32.050 1
342.311 -31.950 1
342.311 -31.850 1
342.311 -31.750 1
342.311 -31.650 1
342.311 -31.550 1
342.311 -31.450 1
342.311 -31.350 1
342.311 -31.250 1
342.311 -31.150 1
342.311 -31.050 1
342.311 -30.950 1
342.311 -30.850 1
342.311 -30.750 1
342.311 -30.650 1
342.311 -30.550 1
342.311 -30.450 1
342.311 -30.350 1
342.311 -30.250 1
342.311 -30.150 1
342.311 -30.050 1
342.311 -29.950 1
342.311 -29.850 1
342.311 -29.750 1
342.311 -29.650 1
342.311 -29.550 1
342.311 -29.450 1
342.311 -29.350 1
342.311 -29.250 1
342.311 -29.150 1
342.311 -29.050 1
342.311 -28.950 1
342.311 -28.850 1
342.311 -28.750 1
342.311 -28.650 1
342.311 -28.550 1
342.311 -28.450 1
342.311 -28.350 1
342.311 -28.250 1
342.311 -28.150 1
342.311 -28.050 1
342.311 -27.950 1
342.311 -27.850 1
342.311 -27.750 1
342.311 -27.650 1
342.311 -27.550 1
342.311 -27.450 1
342.311 -27.350 1
342.311 -27.250 1
342.311 -27.150 1
342.311 -27.050 1
342.311 -26.950 1
342.311 -26.850 1
342.311 -26.750 1
342.311 -26.650 1
342.311 -26.550 1
342.311 -26.450 1
342.311 -26.350 1
342.311 -26.250 0
342.311 -26.150 0
342.311 -26.050 0
342.428 -35.950 0
342.428 -35.850 0
342.428 -35.750 0
342.428 -35.650 1
342.428 -35.550 1
342.428 -35.450 1
342.428 -35.350 1
342.428 -35.250 1
342.428 -35.150 1
342.428 -35.050 1
342.428 -34.950 1
342.428 -34.850 1
342.428 -34.750 1
342.428 -34.650 1
342.428 -34.550 1
342.428 -34.450 1
342.428 -34.350 1
342.428 -34.250 1
342.428 -34.150 1
342.428 -34.050 1
342.428 -33.950 0
342.428 -33.850 0
342.428 -33.750 0
342.428 -33.650 0
342.428 -33.550 0
342.428 -33.450 0
342.428 -33.350 0
342.428 -33.250 0
342.428 -33.150 0
342.428 -33.050 0
342.428 -32.950 0
342.428 -32.850 0
342.428 -32.750 0
342.428 -32.650 0
342.428 -32.550 0
342.428 -32.450 1
342.428 -32.350 1
342.428 -32.250 1
342.428 -32.150 1
342.428 -32.050 1
342.428 -31.950 1
342.428 -31.850 1
342.428 -31.750 1
342.428 -31.650 1
342.428 -31.550 1
342.428 -31.450 1
342.428 -31.350 1
342.428 -31.250 1
342.428 -31.150 1
342.428 -31.050 1
342.428 -30.950 1
342.428 -30.850 1
342.428 -30.750 1
342.428 -30.650 1
342.428 -30.550 1
342.428 -30.450 1
342.428 -30.350 1
342.428 -30.250 1
342.428 -30.150 1
342.428 -30.050 1
342.428 -29.950 1
342.428 -29.850 1
342.428 -29.750 1
342.428 -29.650 1
342.428 -29.550 1
342.428 -29.450 1
342.428 -29.350 1
342.428 -29.250 1
342.428 -29.150 1
342.428 -29.050 1
342.428 -28.950 1
342.428 -28.850 1
342.428 -28.750 1
342.428 -28.650 1
342.428 -28.550 1
342.428 -28.450 1
342.428 -28.350 1
342.428 -28.250 1
342.428 -28.150 1
342.428 -28.050 1
342.428 -27.950 1
342.428 -27.850 1
342.428 -27.750 1
342.428 -27.650 1
342.428 -27.550 1
342.428 -27.450 1
342.428 -27.350 1
342.428 -27.250 1
342.428 -27.150 1
342.428 -27.050 1
342.428 -26.950 1
342.428 -26.850 1
342.428 -26.750 1
342.428 -26.650 1
342.428 -26.550 1
342.428 -26.450 1
342.428 -26.350 1
342.428 -26.250 0
342.428 -26.150 0
342.428 -26.050 0
342.544 -35.950 0
342.544 -35.850 0
342.544 -35.750 0
342.544 -35.650 1
342.544 -35.550 1
342.544 -35.450 1
342.544 -35.350 1
342.544 -35.250 1
342.544 -35.150 1
342.544 -35.050 1
342.544 -34.950 1
342.544 -34.850 1
342.544 -34.750 1
342.544 -34.650 1
342.544 -34.550 1
342.544 -34.450 1
342.544 -34.350 1
342.544 -34.250 1
342.544 -34.150 1
342.544 -34.050 1
342.544 -33.950 0
342.544 -33.850 0
342.544 -33.750 0
342.544 -33.650 0
342.544 -33.550 0
342.544 -33.450 0
342.544 -33.350 0
342.544 -33.250 0
342.544 -33.150 0
342.544 -33.050 0
342.544 -32.950 0
342.544 -32.850 0
342.544 -32.750 0
342.544 -32.650 0
342.544 -32.550 0
342.544 -32.450 1
342.544 -32.350 1
342.544 -32.250 1
342.544 -32.150 1
342.544 -32.050 1
342.544 -31.950 1
342.544 -31.850 1
342.544 -31.750 1
342.544 -31.650 1
342.544 -31.550 1
342.544 -31.450 1
342.544 -31.350 1
342.544 -31.250 1
342.544 -31.150 1
342.544 -31.050 1
342.544 -30.950 1
342.544 -30.850 1
342.544 -30.750 1
342.544 -30.650 1
342.544 -30.550 1
342.544 -30.450 1
342.544 -30.350 1
342.544 -30.250 1
342.544 -30.150 1
342.544 -30.050 1
342.544 -29.950 1
342.544 -29.850 1
342.544 -29.750 1
342.544 -29.650 1
342.544 -29.550 1
342.544 -29.450 1
342.544 -29.350 1
342.544 -29.250 1
342.544 -29.150 1
342.544 -29.050 1
342.544 -28.950 1
342.544 -28.850 1
342.544 -28.750 1
342.544 -28.650 1
342.544 -28.550 1
342.544 -28.450 1
342.544 -28.350 1
342.544 -28.250 1
342.544 -28.150 1
342.544 -28.050 1
342.544 -27.950 1
342.544 -27.850 1
342.544 -27.750 1
342.544 -27.650 1
342.544 -27.550 1
342.544 -27.450 1
342.544 -27.350 1
342.544 -27.250 1
342.544 -27.150 1
342.544 -27.050 1
342.544 -26.950 1
342.544 -26.850 1
342.544 -26.750 1
342.544 -26.650 1
342.544 -26.550 1
342.544 -26.450 1
342.544 -26.350 0
342.544 -26.250 0
342.544 -26.150 0
342.544 -26.050 0
342.661 -35.950 0
342.661 -35.850 0
342.661 -35.750 0
342.661 -35.650 1
342.661 -35.550 1
342.661 -35.450 1
342.661 -35.350 1
342.661 -35.250 1
342.661 -35.150 1
342.661 -35.050 1
342.661 -34.950 1
342.661 -34.850 1
342.661 -34.750 1
342.661 -34.650 1
342.661 -34.550 1
342.661 -34.450 1
342.661 -34.350 1
342.661 -34.250 1
342.661 -34.150 1
342.661 -34.050 1
342.661 -33.950 1
342.661 -33.850 0
342.661 -33.750 0
342.661 -33.650 0
342.661 -33.550 0
342.661 -33.450 0
342.661 -33.350 0
342.661 -33.250 0
342.661 -33.150 0
342.661 -33.050 0
342.661 -32.950 0
342.661 -32.850 0
342.661 -32.750 0
342.661 -32.650 0
342.661 -32.550 1
342.661 -32.450 1
342.661 -32.350 1
342.661 -32.250 1
342.661 -32.150 1
342.661 -32.050 1
342.661 -31.950 1
342.661 -31.850 1
342.661 -31.750 1
342.661 -31.650 1
342.661 -31.550 1
342.661 -31.450 1
342.661 -31.350 1
342.661 -31.250 1
342.661 -31.150 1
342.661 -31.050 1
342.661 -30.950 1
342.661 -30.850 1
342.661 -30.750 1
342.661 -30.650 1
342.661 -30.550 1
342.661 -30.450 1
342.661 -30.350 1
342.661 -30.250 1
342.661 -30.150 1
342.661 -30.050 1
342.661 -29.950 1
342.661 -29.850 1
342.661 -29.750 1
342.661 -29.650 1
342.661 -29.550 1
342.661 -29.450 1
342.661 -29.350 1
342.661 -29.250 1
342.661 -29.150 1
342.661 -29.050 1
342.661 -28.950 1
342.661 -28.850 1
342.661 -28.750 1
342.661 -28.650 1
342.661 -28.550 1
342.661 -28.450 1
342.661 -28.350 1
342.661 -28.250 1
342.661 -28.150 1
342.661 -28.050 1
342.661 -27.950 1
342.661 -27.850 1
342.661 -27.750 1
342.661 -27.650 1
342.661 -27.550 1
342.661 -27.450 1
342.661 -27.350 1
342.661 -27.250 1
342.661 -27.150 1
342.661 -27.050 1
342.661 -26.950 1
342.661 -26.850 1
342.661 -26.750 1
342.661 -26.650 1
342.661 -26.550 1
342.661 -26.450 0
342.661 -26.350 0
342.661 -26.250 0
342.661 -26.150 0
342.661 -26.050 0
342.778 -35.950 0
342.778 -35.850 0
342.778 -35.750 0
342.778 -35.650 1
342.778 -35.550 1
342.778 -35.450 1
342.778 -35.350 1
342.778 -35.250 1
342.778 -35.150 1
342.778 -35.050 1
342.778 -34.950 1
342.778 -34.850 1
342.778 -34.750 1
342.778 -34.650 1
342.778 -34.550 1
342.778 -34.450 1
342.778 -34.350 1
342.778 -34.250 1
342.778 -34.150 1
342.778 -34.050 1
342.778 -33.950 1
342.778 -33.850 1
342.778 -33.750 0
342.778 -33.650 0
342.778 -33.550 0
342.778 -33.450 0
342.778 -33.350 0
342.778 -33.250 0
342.778 -33.150 0
342.778 -33.050 0
342.778 -32.950 0
342.778 -32.850 0
342.778 -32.750 0
342.778 -32.650 1
342.778 -32.550 1
342.778 -32.450 1
342.778 -32.350 1
342.778 -32.250 1
342.778 -32.150 1
342.778 -32.050 1
342.778 -31.950 1
342.778 -31.850 1
342.778 -31.750 1
342.778 -31.650 1
342.778 -31.550 1
342.778 -31.450 1
342.778 -31.350 1
342.778 -31.250 1
342.778 -31.150 1
342.778 -31.050 1
342.778 -30.950 1
342.778 -30.850 1
342.778 -30.750 1
342.778 -30.650 1
342.778 -30.550 1
342.778 -30.450 1
342.778 -30.350 1
342.778 -30.250 1
342.778 -30.150 1
342.778 -30.050 1
342.778 -29.950 1
342.778 -29.850 1
342.778 -29.750 1
342.778 -29.650 1
342.778 -29.550 1
342.778 -29.450 1
342.778 -29.350 1
342.778 -29.250 1
342.778 -29.150 1
342.778 -29.050 1
342.778 -28.950 1
342.778 -28.850 1
342.778 -28.750 1
342.778 -28.650 1
342.778 -28.550 1
342.778 -28.450 1
342.778 -28.350 1
342.778 -28.250 1
342.778 -28.150 1
342.778 -28.050 1
342.778 -27.950 1
342.778 -27.850 1
342.778 -27.750 1
342.778 -27.650 1
342.778 -27.550 1
342.778 -27.450 1
342.778 -27.350 1
342.778 -27.250 1
342.778 -27.150 1
342.778 -27.050 1
342.778 -26.950 1
342.778 -26.850 1
342.778 -26.750 1
342.778 -26.650 1
342.778 -26.550 0
342.778 -26.450 0
342.778 -26.350 0
342.778 -26.250 0
342.778 -26.150 0
342.778 -26.050 0
342.894 -35.950 0
342.894 -35.850 0
342.894 -35.750 0
342.894 -35.650 1
342.894 -35.550 1
342.894 -35.450 1
342.894 -35.350 1
342.894 -35.250 1
342.894 -35.150 1
342.894 -35.050 1
342.894 -34.950 1
342.894 -34.850 1
342.894 -34.750 1
342.894 -34.650 1
342.894 -34.550 1
342.894 -34.450 1
342.894 -34.350 1
342.894 -34.250 1
342.894 -34.150 1
342.894 -34.050 1
342.894 -33.950 1
342.894 -33.850 1
342.894 -33.750 0
342.894 -33.650 0
342.894 -33.550 0
342.894 -33.450 0
342.894 -33.350 0
342.894 -33.250 0
342.894 -33.150 0
342.894 -33.050 0
342.894 -32.950 0
342.894 -32.850 0
342.894 -32.750 0
342.894 -32.650 1
342.894 -32.550 1
342.894 -32.450 1
342.894 -32.350 1
342.894 -32.250 1
342.894 -32.150 1
342.894 -32.050 1
342.894 -31.950 1
342.894 -31.850 1
342.894 -31.750 1
342.894 -31.650 1
342.894 -31.550 1
342.894 -31.450 1
342.894 -31.350 1
342.894 -31.250 1
342.894 -31.150 1
342.894 -31.050 1
342.894 -30.950 1
342.894 -30.850 1
342.894 -30.750 1
342.894 -30.650 1
342.894 -30.550 1
342.894 -30.450 1
342.894 -30.350 1
342.894 -30.250 1
342.894 -30.150 1
342.894 -30.050 1
342.894 -29.950 1
342.894 -29.850 1
342.894 -29.750 1
342.894 -29.650 1
342.894 -29.550 1
342.894 -29.450 1
342.894 -29.350 1
342.894 -29.250 1
342.894 -29.150 1
342.894 -29.050 1
342.894 -28.950 1
342.894 -28.850 1
342.894 -28.750 1
342.894 -28.650 1
342.894 -28.550 1
342.894 -28.450 1
342.894 -28.350 1
342.894 -28.250 1
342.894 -28.150 1
342.894 -28.050 1
342.894 -27.950 1
342.894 -27.850 1
342.894 -27.750 1
342.894 -27.650 1
342.894 -27.550 1
342.894 -27.450 1
342.894 -27.350 1
342.894 -27.250 1
342.894 -27.150 1
342.894 -27.050 1
342.894 -26.950 1
342.894 -26.850 1
342.894 -26.750 1
342.894 -26.650 0
342.894 -26.550 0
342.894 -26.450 0
342.894 -26.350 0
342.894 -26.250 0
342.894 -26.150 0
342.894 -26.050 0
343.011 -35.950 0
343.011 -35.850 0
343.011 -35.750 0
343.011 -35.650 1
343.011 -35.550 1
343.011 -35.450 1
343.011 -35.350 1
343.011 -35.250 1
343.011 -35.150 1
343.011 -35.050 1
343.011 -34.950 1
343.011 -34.850 1
343.011 -34.750 1
343.011 -34.650 1
343.011 -34.550 1
343.011 -34.450 1
343.011 -34.350 1
343.011 -34.250 1
343.011 -34.150 1
343.011 -34.050 1
343.011 -33.950 1
343.011 -33.850 1
343.011 -33.750 1
343.011 -33.650 1
343.011 -33.550 1
343.011 -33.450 1
343.011 -33.350 1
343.011 -33.250 1
343.011 -33.150 1
343.011 -33.050 1
343.011 -32.950 1
343.011 -32.850 1
343.011 -32.750 1
343.011 -32.650 1
343.011 -32.550 1
343.011 -32.450 1
343.011 -32.350 1
343.011 -32.250 1
343.011 -32.150 1
343.011 -32.050 1
343.011 -31.950 1
343.011 -31.850 1
343.011 -31.750 1
343.011 -31.650 1
343.011 -31.550 1
343.011 -31.450 1
343.011 -31.350 1
343.011 -31.250 1
343.011 -31.150 1
343.011 -31.050 1
343.011 -30.950 1
343.011 -30.850 1
343.011 -30.750 1
343.011 -30.650 1
343.011 -30.550 1
343.011 -30.450 1
343.011 -30.350 1
343.011 -30.250 1
343.011 -30.150 1
343.011 -30.050 1
343.011 -29.950 1
343.011 -29.850 1
343.011 -29.750 1
343.011 -29.650 1
343.011 -29.550 1
343.011 -29.450 1
343.011 -29.350 1
343.011 -29.250 1
343.011 -29.150 1
343.011 -29.050 1
343.011 -28.950 1
343.011 -28.850 1
343.011 -28.750 1
343.011 -28.650 1
343.011 -28.550 1
343.011 -28.450 1
343.011 -28.350 1
343.011 -28.250 1
343.011 -28.150 1
343.011 -28.050 1
343.011 -27.950 1
343.011 -27.850 1
343.011 -27.750 1
343.011 -27.650 1
343.011 -27.550 1
343.011 -27.450 1
343.011 -27.350 1
343.011 -27.250 1
343.011 -27.150 1
343.011 -27.050 1
343.011 -26.950 1
343.011 -26.850 1
343.011 -26.750 1
343.011 -26.650 0
343.011 -26.550 0
343.011 -26.450 0
343.011 -26.350 0
343.011 -26.250 0
343.011 -26.150 0
343.011 -26.050 0
343.128 -35.950 0
343.128 -35.850 0
343.128 -35.750 0
343.128 -35.650 1
343.128 -35.550 1
343.128 -35.450 1
343.128 -35.350 1
343.128 -35.250 1
343.128 -35.150 1
343.128 -35.050 1
343.128 -34.950 1
343.128 -34.850 1
343.128 -34.750 1
343.128 -34.650 1
343.128 -34.550 1
343.128 -34.450 1
343.128 -34.350 1
343.128 -34.250 1
343.128 -34.150 1
343.128 -34.050 1
343.128 -33.950 1
343.128 -33.850 1
343.128 -33.750 1
343.128 -33.650 1
343.128 -33.550 1
343.128 -33.450 1
343.128 -33.350 1
343.128 -33.250 1
343.128 -33.150 1
343.128 -33.050 1
343.128 -32.950 1
343.128 -32.850 1
343.128 -32.750 1
343.128 -32.650 1
343.128 -32.550 1
343.128 -32.450 1
343.128 -32.350 1
343.128 -32.250 1
343.128 -32.150 1
343.128 -32.050 1
343.128 -31.950 1
343.128 -31.850 1
343.128 -31.750 1
343.128 -31.650 1
343.128 -31.550 1
343.128 -31.450 1
343.128 -31.350 1
343.128 -31.250 1
343.128 -31.150 1
343.128 -31.050 1
343.128 -30.950 1
343.128 -30.850 1
343.128 -30.750 1
343.128 -30.650 1
343.128 -30.550 1
343.128 -30.450 1
343.128 -30.350 1
343.128 -30.250 1
343.128 -30.150 1
343.128 -30.050 1
343.128 -29.950 1
343.128 -29.850 1
343.128 -29.750 1
343.128 -29.650 1
343.128 -29.550 1
343.128 -29.450 1
343.128 -29.350 1
343.128 -29.250 1
343.128 -29.150 1
343.128 -29.050 1
343.128 -28.950 1
343.128 -28.850 1
343.128 -28.750 1
343.128 -28.650 1
343.128 -28.550 1
343.128 -28.450 1
343.128 -28.350 1
343.128 -28.250 1
343.128 -28.150 1
343.128 -28.050 1
343.128 -27.950 1
343.128 -27.850 1
343.128 -27.750 1
343.128 -27.650 1
343.128 -27.550 1
343.128 -27.450 1
343.128 -27.350 1
343.128 -27.250 1
343.128 -27.150 1
343.128 -27.050 1
343.128 -26.950 1
343.128 -26.850 1
343.128 -26.750 1
343.128 -26.650 1
343.128 -26.550 0
343.128 -26.450 0
343.128 -26.350 0
343.128 -26.250 0
343.128 -26.150 0
343.128 -26.050 0
343.244 -35.950 0
343.244 -35.850 0
343.244 -35.750 0
343.244 -35.650 1
343.244 -35.550 1
343.244 -35.450 1
343.244 -35.350 1
343.244 -35.250 1
343.244 -35.150 1
343.244 -35.050 1
343.244 -34.950 1
343.244 -34.850 1
343.244 -34.750 1
343.244 -34.650 1
343.244 -34.550 1
343.244 -34.450 1
343.244 -34.350 1
343.244 -34.250 1
343.244 -34.150 1
343.244 -34.050 1
343.244 -33.950 1
343.244 -33.850 1
343.244 -33.750 1
343.244 -33.650 1
343.244 -33.550 1
343.244 -33.450 1
343.244 -33.350 1
343.244 -33.250 1
343.244 -33.150 1
343.244 -33.050 1
343.244 -32.950 1
343.244 -32.850 1
343.244 -32.750 1
343.244 -32.650 1
343.244 -32.550 1
343.244 -32.450 1
343.244 -32.350 1
343.244 -32.250 1
343.244 -32.150 1
343.244 -32.050 1
343.244 -31.950 1
343.244 -31.850 1
343.244 -31.750 1
343.244 -31.650 1
343.244 -31.550 1
343.244 -31.450 1
343.244 -31.350 1
343.244 -31.250 1
343.244 -31.150 1
343.244 -31.050 1
343.244 -30.950 1
343.244 -30.850 1
343.244 -30.750 1
343.244 -30.650 1
343.244 -30.550 1
343.244 -30.450 1
343.244 -30.350 1
343.244 -30.250 1
343.244 -30.150 1
343.244 -30.050 1
343.244 -29.950 1
343.244 -29.850 1
343.244 -29.750 1
343.244 -29.650 1
343.244 -29.550 1
343.244 -29.450 1
343.244 -29.350 1
343.244 -29.250 1
343.244 -29.150 1
343.244 -29.050 1
343.244 -28.950 1
343.244 -28.850 1
343.244 -28.750 1
343.244 -28.650 1
343.244 -28.550 1
343.244 -28.450 1
343.244 -28.350 1
343.244 -28.250 1
343.244 -28.150 1
343.244 -28.050 1
343.244 -27.950 1
343.244 -27.850 1
343.244 -27.750 1
343.244 -27.650 1
343.244 -27.550 1
343.244 -27.450 1
343.244 -27.350 1
343.244 -27.250 1
343.244 -27.150 1
343.244 -27.050 1
343.244 -26.950 1
343.244 -26.850 1
343.244 -26.750 1
343.244 -26.650 1
343.244 -26.550 1
343.244 -26.450 0
343.244 -26.350 0
343.244 -26.250 0
343.244 -26.150 0
343.244 -26.050 0
343.361 -35.950 0
343.361 -35.850 0
343.361 -35.750 0
343.361 -35.650 1
343.361 -35.550 1
343.361 -35.450 1
343.361 -35.350 1
343.361 -35.250 1
343.361 -35.150 1
343.361 -35.050 1
343.361 -34.950 1
343.361 -34.850 1
343.361 -34.750 1
343.361 -34.650 1
343.361 -34.550 1
343.361 -34.450 1
343.361 -34.350 1
343.361 -34.250 1
343.361 -34.150 1
343.361 -34.050 1
343.361 -33.950 1
343.361 -33.850 1
343.361 -33.750 1
343.361 -33.650 1
343.361 -33.550 1
343.361 -33.450 1
343.361 -33.350 1
343.361 -33.250 1
343.361 -33.150 1
343.361 -33.050 1
343.361 -32.950 1
343.361 -32.850 1
343.361 -32.750 1
343.361 -32.650 1
343.361 -32.550 1
343.361 -32.450 1
343.361 -32.350 1
343.361 -32.250 1
343.361 -32.150 1
343.361 -32.050 1
343.361 -31.950 1
343.361 -31.850 1
343.361 -31.750 1
343.361 -31.650 1
343.361 -31.550 1
343.361 -31.450 1
343.361 -31.350 1
343.361 -31.250 1
343.361 -31.150 1
343.361 -31.050 1
343.361 -30.950 1
343.361 -30.850 1
343.361 -30.750 1
343.361 -30.650 1
343.361 -30.550 1
343.361 -30.450 1
343.361 -30.350 1
343.361 -30.250 1
343.361 -30.150 1
343.361 -30.050 1
343.361 -29.950 1
343.361 -29.850 1
343.361 -29.750 1
343.361 -29.650 1
343.361 -29.550 1
343.361 -29.450 1
343.361 -29.350 1
343.361 -29.250 1
343.361 -29.150 1
343.361 -29.050 1
343.361 -28.950 1
343.361 -28.850 1
343.361 -28.750 1
343.361 -28.650 1
343.361 -28.550 1
343.361 -28.450 1
343.361 -28.350 1
343.361 -28.250 1
343.361 -28.150 1
343.361 -28.050 1
343.361 -27.950 1
343.361 -27.850 1
343.361 -27.750 1
343.361 -27.650 1
343.361 -27.550 1
343.361 -27.450 1
343.361 -27.350 1
343.361 -27.250 1
343.361 -27.150 1
343.361 -27.050 1
343.361 -26.950 1
343.361 -26.850 1
343.361 -26.750 1
343.361 -26.650 1
343.361 -26.550 1
343.361 -26.450 1
343.361 -26.350 0
343.361 -26.250 0
343.361 -26.150 0
343.361 -26.050 0
343.478 -35.950 0
343.478 -35.850 0
343.478 -35.750 0
343.478 -35.650 1
343.478 -35.550 1
343.478 -35.450 1
343.478 -35.350 1
343.478 -35.250 1
343.478 -35.150 1
343.478 -35.050 1
343.478 -34.950 1
343.478 -34.850 1
343.478 -34.750 1
343.478 -34.650 1
343.478 -34.550 1
343.478 -34.450 1
343.478 -34.350 1
343.478 -34.250 1
343.478 -34.150 1
343.478 -34.050 1
343.478 -33.950 1
343.478 -33.850 1
343.478 -33.750 1
343.478 -33.650 1
343.478 -33.550 1
343.478 -33.450 1
343.478 -33.350 1
343.478 -33.250 1
343.478 -33.150 1
343.478 -33.050 1
343.478 -32.950 1
343.478 -32.850 1
343.478 -32.750 1
343.478 -32.650 1
343.478 -32.550 1
343.478 -32.450 1
343.478 -32.350 1
343.478 -32.250 1
343.478 -32.150 1
343.478 -32.050 1
343.478 -31.950 1
343.478 -31.850 1
343.478 -31.750 1
343.478 -31.650 1
343.478 -31.550 1
343.478 -31.450 1
343.478 -31.350 1
343.478 -31.250 1
343.478 -31.150 1
343.478 -31.050 1
343.478 -30.950 1
343.478 -30.850 1
343.478 -30.750 1
343.478 -30.650 1
343.478 -30.550 1
343.478 -30.450 1
343.478 -30.350 1
343.478 -30.250 1
343.478 -30.150 1
343.478 -30.050 1
343.478 -29.950 1
343.478 -29.850 1
343.478 -29.750 1
343.478 -29.650 1
343.478 -29.550 1
343.478 -29.450 1
343.478 -29.350 1
343.478 -29.250 1
343.478 -29.150 1
343.478 -29.050 1
343.478 -28.950 1
343.478 -28.850 1
343.478 -28.750 1
343.478 -28.650 1
343.478 -28.550 1
343.478 -28.450 1
343.478 -28.350 1
343.478 -28.250 1
343.478 -28.150 1
343.478 -28.050 1
343.478 -27.950 1
343.478 -27.850 1
343.478 -27.750 1
343.478 -27.650 1
343.478 -27.550 1
343.478 -27.450 1
343.478 -27.350 1
343.478 -27.250 1
343.478 -27.150 1
343.478 -27.050 1
343.478 -26.950 1
343.478 -26.850 1
343.478 -26.750 1
343.478 -26.650 1
343.478 -26.550 1
343.478 -26.450 1
343.478 -26.350 0
343.478 -26.250 0
343.478 -26.150 0
343.478 -26.050 0
343.594 -35.950 0
343.594 -35.850 0
343.594 -35.750 0
343.594 -35.650 0
343.594 -35.550 1
343.594 -35.450 1
343.594 -35.350 1
343.594 -35.250 1
343.594 -35.150 1
343.594 -35.050 1
343.594 -34.950 1
343.594 -34.850 1
343.594 -34.750 1
343.594 -34.650 1
343.594 -34.550 1
343.594 -34.450 1
343.594 -34.350 1
343.594 -34.250 1
343.594 -34.150 1
343.594 -34.050 1
343.594 -33.950 1
343.594 -33.850 1
343.594 -33.750 1
343.594 -33.650 1
343.594 -33.550 1
343.594 -33.450 1
343.594 -33.350 1
343.594 -33.250 1
343.594 -33.150 1
343.594 -33.050 1
343.594 -32.950 1
343.594 -32.850 1
343.594 -32.750 1
343.594 -32.650 1
343.594 -32.550 1
343.594 -32.450 1
343.594 -32.350 1
343.594 -32.250 1
343.594 -32.150 1
343.594 -32.050 1
343.594 -31.950 1
343.594 -31.850 1
343.594 -31.750 1
343.594 -31.650 1
343.594 -31.550 1
343.594 -31.450 1
343.594 -31.350 1
343.594 -31.250 1
343.594 -31.150 1
343.594 -31.050 1
343.594 -30.950 1
343.594 -30.850 1
343.594 -30.750 1
343.594 -30.650 1
343.594 -30.550 1
343.594 -30.450 1
343.594 -30.350 1
343.594 -30.250 1
343.594 -30.150 1
343.594 -30.050 1
343.594 -29.950 1
343.594 -29.850 1
343.594 -29.750 1
343.594 -29.650 1
343.594 -29.550 1
343.594 -29.450 1
343.594 -29.350 1
343.594 -29.250 1
343.594 -29.150 1
343.594 -29.050 1
343.594 -28.950 1
343.594 -28.850 1
343.594 -28.750 1
343.594 -28.650 1
343.594 -28.550 1
343.594 -28.450 1
343.594 -28.350 1
343.594 -28.250 1
343.594 -28.150 1
343.594 -28.050 1
343.594 -27.950 1
343.594 -27.850 1
343.594 -27.750 1
343.594 -27.650 1
343.594 -27.550 1
343.594 -27.450 1
343.594 -27.350 1
343.594 -27.250 1
343.594 -27.150 1
343.594 -27.050 1
343.594 -26.950 1
343.594 -26.850 1
343.594 -26.750 1
343.594 -26.650 1
343.594 -26.550 1
343.594 -26.450 1
343.594 -26.350 1
343.594 -26.250 0
343.594 -26.150 0
343.594 -26.050 0
343.711 -35.950 0
343.711 -35.850 0
