# R.A., Dec., mask
 20.002 -30.050 1
 20.002 -29.950 1
 20.002 -29.850 1
 20.002 -29.750 1
 20.002 -29.650 1
 20.002 -29.550 1
 20.002 -29.450 1
 20.002 -29.350 1
 20.002 -29.250 1
 20.002 -29.150 1
 20.002 -29.050 1
 20.002 -28.950 1
 20.002 -28.850 1
 20.002 -28.750 1
 20.002 -28.650 1
 20.002 -28.550 1
 20.002 -28.450 1
 20.002 -28.350 1
 20.002 -28.250 1
 20.002 -28.150 1
 20.002 -28.050 0
 20.002 -27.950 0
 20.002 -27.850 0
 20.002 -27.750 0
 20.002 -27.650 0
 20.002 -27.550 0
 20.002 -27.450 0
 20.002 -27.350 0
 20.002 -27.250 0
 20.002 -27.150 0
 20.002 -27.050 0
 20.002 -26.950 0
 20.002 -26.850 0
 20.002 -26.750 0
 20.002 -26.650 0
 20.002 -26.550 0
 20.002 -26.450 0
 20.002 -26.350 0
 20.002 -26.250 0
 20.002 -26.150 0
 20.002 -26.050 0
 20.118 -35.950 0
 20.118 -35.850 0
 20.118 -35.750 0
 20.118 -35.650 0
 20.118 -35.550 0
 20.118 -35.450 0
 20.118 -35.350 0
 20.118 -35.250 0
 20.118 -35.150 0
 20.118 -35.050 0
 20.118 -34.950 0
 20.118 -34.850 0
 20.118 -34.750 0
 20.118 -34.650 0
 20.118 -34.550 0
 20.118 -34.450 0
 20.118 -34.350 0
 20.118 -34.250 0
 20.118 -34.150 0
 20.118 -34.050 1
 20.118 -33.950 1
 20.118 -33.850 1
 20.118 -33.750 1
 20.118 -33.650 1
 20.118 -33.550 1
 20.118 -33.450 1
 20.118 -33.350 1
 20.118 -33.250 1
 20.118 -33.150 1
 20.118 -33.050 1
 20.118 -32.950 1
 20.118 -32.850 1
 20.118 -32.750 1
 20.118 -32.650 1
 20.118 -32.550 1
 20.118 -32.450 1
 20.118 -32.350 1
 20.118 -32.250 1
 20.118 -32.150 1
 20.118 -32.050 1
 20.118 -31.950 1
 20.118 -31.850 1
 20.118 -31.750 1
 20.118 -31.650 1
 20.118 -31.550 1
 20.118 -31.450 1
 20.118 -31.350 1
 20.118 -31.250 1
 20.118 -31.150 1
 20.118 -31.050 1
 20.118 -30.950 1
 20.118 -30.850 1
 20.118 -30.750 1
 20.118 -30.650 1
 20.118 -30.550 1
 20.118 -30.450 1
 20.118 -30.350 1
 20.118 -30.250 1
 20.118 -30.150 1
 20.118 -30.050 1
 20.118 -29.950 1
 20.118 -29.850 1
 20.118 -29.750 1
 20.118 -29.650 1
 20.118 -29.550 1
 20.118 -29.450 1
 20.118 -29.350 1
 20.118 -29.250 1
 20.118 -29.150 1
 20.118 -29.050 1
 20.118 -28.950 1
 20.118 -28.850 1
 20.118 -28.750 1
 20.118 -28.650 1
 20.118 -28.550 1
 20.118 -28.450 1
 20.118 -28.350 1
 20.118 -28.250 1
 20.118 -28.150 1
 20.118 -28.050 0
 20.118 -27.950 0
 20.118 -27.850 0
 20.118 -27.750 0
 20.118 -27.650 0
 20.118 -27.550 0
 20.118 -27.450 0
 20.118 -27.350 0
 20.118 -27.250 0
 20.118 -27.150 0
 20.118 -27.050 0
 20.118 -26.950 0
 20.118 -26.850 0
 20.118 -26.750 0
 20.118 -26.650 0
 20.118 -26.550 0
 20.118 -26.450 0
 20.118 -26.350 0
 20.118 -26.250 0
 20.118 -26.150 0
 20.118 -26.050 0
 20.235 -35.950 0
 20.235 -35.850 0
 20.235 -35.750 0
 20.235 -35.650 0
 20.235 -35.550 0
 20.235 -35.450 0
 20.235 -35.350 0
 20.235 -35.250 0
 20.235 -35.150 0
 20.235 -35.050 0
 20.235 -34.950 0
 20.235 -34.850 0
 20.235 -34.750 0
 20.235 -34.650 0
 20.235 -34.550 0
 20.235 -34.450 0
 20.235 -34.350 0
 20.235 -34.250 0
 20.235 -34.150 1
 20.235 -34.050 1
 20.235 -33.950 1
 20.235 -33.850 1
 20.235 -33.750 1
 20.235 -33.650 1
 20.235 -33.550 1
 20.235 -33.450 1
 20.235 -33.350 1
 20.235 -33.250 1
 20.235 -33.150 1
 20.235 -33.050 1
 20.235 -32.950 1
 20.235 -32.850 1
 20.235 -32.750 1
 20.235 -32.650 1
 20.235 -32.550 1
 20.235 -32.450 1
 20.235 -32.350 1
 20.235 -32.250 1
 20.235 -32.150 1
 20.235 -32.050 1
 20.235 -31.950 1
 20.235 -31.850 1
 20.235 -31.750 1
 20.235 -31.650 1
 20.235 -31.550 1
 20.235 -31.450 1
 20.235 -31.350 1
 20.235 -31.250 1
 20.235 -31.150 1
 20.235 -31.050 1
 20.235 -30.950 1
 20.235 -30.850 1
 20.235 -30.750 1
 20.235 -30.650 1
 20.235 -30.550 1
 20.235 -30.450 1
 20.235 -30.350 1
 20.235 -30.250 1
 20.235 -30.150 1
 20.235 -30.050 1
 20.235 -29.950 1
 20.235 -29.850 1
 20.235 -29.750 1
 20.235 -29.650 1
 20.235 -29.550 1
 20.235 -29.450 1
 20.235 -29.350 1
 20.235 -29.250 1
 20.235 -29.150 1
 20.235 -29.050 1
 20.235 -28.950 1
 20.235 -28.850 1
 20.235 -28.750 1
 20.235 -28.650 1
 20.235 -28.550 1
 20.235 -28.450 1
 20.235 -28.350 1
 20.235 -28.250 1
 20.235 -28.150 0
 20.235 -28.050 0
 20.235 -27.950 0
 20.235 -27.850 0
 20.235 -27.750 0
 20.235 -27.650 0
 20.235 -27.550 0
 20.235 -27.450 0
 20.235 -27.350 0
 20.235 -27.250 0
 20.235 -27.150 0
 20.235 -27.050 0
 20.235 -26.950 0
 20.235 -26.850 0
 20.235 -26.750 0
 20.235 -26.650 0
 20.235 -26.550 0
 20.235 -26.450 0
 20.235 -26.350 0
 20.235 -26.250 0
 20.235 -26.150 0
 20.235 -26.050 0
 20.352 -35.950 0
 20.352 -35.850 0
 20.352 -35.750 0
 20.352 -35.650 0
 20.352 -35.550 0
 20.352 -35.450 0
 20.352 -35.350 0
 20.352 -35.250 0
 20.352 -35.150 0
 20.352 -35.050 0
 20.352 -34.950 0
 20.352 -34.850 0
 20.352 -34.750 0
 20.352 -34.650 0
 20.352 -34.550 0
 20.352 -34.450 0
 20.352 -34.350 0
 20.352 -34.250 0
 20.352 -34.150 1
 20.352 -34.050 1
 20.352 -33.950 1
 20.352 -33.850 1
 20.352 -33.750 1
 20.352 -33.650 1
 20.352 -33.550 1
 20.352 -33.450 1
 20.352 -33.350 1
 20.352 -33.250 1
 20.352 -33.150 1
 20.352 -33.050 1
 20.352 -32.950 1
 20.352 -32.850 1
 20.352 -32.750 1
 20.352 -32.650 1
 20.352 -32.550 1
 20.352 -32.450 1
 20.352 -32.350 1
 20.352 -32.250 1
 20.352 -32.150 1
 20.352 -32.050 1
 20.352 -31.950 1
 20.352 -31.850 1
 20.352 -31.750 1
 20.352 -31.650 1
 20.352 -31.550 1
 20.352 -31.450 1
 20.352 -31.350 1
 20.352 -31.250 1
 20.352 -31.150 1
 20.352 -31.050 1
 20.352 -30.950 1
 20.352 -30.850 1
 20.352 -30.750 1
 20.352 -30.650 1
 20.352 -30.550 1
 20.352 -30.450 1
 20.352 -30.350 1
 20.352 -30.250 1
 20.352 -30.150 1
 20.352 -30.050 1
 20.352 -29.950 1
 20.352 -29.850 1
 20.352 -29.750 1
 20.352 -29.650 1
 20.352 -29.550 1
 20.352 -29.450 1
 20.352 -29.350 1
 20.352 -29.250 0
 20.352 -29.150 1
 20.352 -29.050 1
 20.352 -28.950 1
 20.352 -28.850 1
 20.352 -28.750 1
 20.352 -28.650 1
 20.352 -28.550 1
 20.352 -28.450 1
 20.352 -28.350 1
 20.352 -28.250 0
 20.352 -28.150 0
 20.352 -28.050 0
 20.352 -27.950 0
 20.352 -27.850 0
 20.352 -27.750 0
 20.352 -27.650 0
 20.352 -27.550 0
 20.352 -27.450 0
 20.352 -27.350 0
 20.352 -27.250 0
 20.352 -27.150 0
 20.352 -27.050 0
 20.352 -26.950 0
 20.352 -26.850 0
 20.352 -26.750 0
 20.352 -26.650 0
 20.352 -26.550 0
 20.352 -26.450 0
 20.352 -26.350 0
 20.352 -26.250 0
 20.352 -26.150 0
 20.352 -26.050 0
 20.469 -35.950 0
 20.469 -35.850 0
 20.469 -35.750 0
 20.469 -35.650 0
 20.469 -35.550 0
 20.469 -35.450 0
 20.469 -35.350 0
 20.469 -35.250 0
 20.469 -35.150 0
 20.469 -35.050 0
 20.469 -34.950 0
 20.469 -34.850 0
 20.469 -34.750 0
 20.469 -34.650 0
 20.469 -34.550 0
 20.469 -34.450 0
 20.469 -34.350 0
 20.469 -34.250 0
 20.469 -34.150 1
 20.469 -34.050 1
 20.469 -33.950 1
 20.469 -33.850 1
 20.469 -33.750 1
 20.469 -33.650 1
 20.469 -33.550 1
 20.469 -33.450 1
 20.469 -33.350 1
 20.469 -33.250 1
 20.469 -33.150 1
 20.469 -33.050 1
 20.469 -32.950 1
 20.469 -32.850 1
 20.469 -32.750 1
 20.469 -32.650 1
 20.469 -32.550 1
 20.469 -32.450 1
 20.469 -32.350 1
 20.469 -32.250 1
 20.469 -32.150 1
 20.469 -32.050 1
 20.469 -31.950 1
 20.469 -31.850 1
 20.469 -31.750 1
 20.469 -31.650 1
 20.469 -31.550 1
 20.469 -31.450 1
 20.469 -31.350 1
 20.469 -31.250 1
 20.469 -31.150 1
 20.469 -31.050 1
 20.469 -30.950 1
 20.469 -30.850 1
 20.469 -30.750 1
 20.469 -30.650 1
 20.469 -30.550 1
 20.469 -30.450 1
 20.469 -30.350 1
 20.469 -30.250 1
 20.469 -30.150 1
 20.469 -30.050 1
 20.469 -29.950 1
 20.469 -29.850 1
 20.469 -29.750 1
 20.469 -29.650 1
 20.469 -29.550 1
 20.469 -29.450 1
 20.469 -29.350 1
 20.469 -29.250 1
 20.469 -29.150 1
 20.469 -29.050 1
 20.469 -28.950 1
 20.469 -28.850 1
 20.469 -28.750 1
 20.469 -28.650 1
 20.469 -28.550 1
 20.469 -28.450 1
 20.469 -28.350 1
 20.469 -28.250 1
 20.469 -28.150 0
 20.469 -28.050 0
 20.469 -27.950 0
 20.469 -27.850 0
 20.469 -27.750 0
 20.469 -27.650 0
 20.469 -27.550 0
 20.469 -27.450 0
 20.469 -27.350 0
 20.469 -27.250 0
 20.469 -27.150 0
 20.469 -27.050 0
 20.469 -26.950 0
 20.469 -26.850 0
 20.469 -26.750 0
 20.469 -26.650 0
 20.469 -26.550 0
 20.469 -26.450 0
 20.469 -26.350 0
 20.469 -26.250 0
 20.469 -26.150 0
 20.469 -26.050 0
 20.585 -35.950 0
 20.585 -35.850 0
 20.585 -35.750 0
 20.585 -35.650 0
 20.585 -35.550 0
 20.585 -35.450 0
 20.585 -35.350 0
 20.585 -35.250 0
 20.585 -35.150 0
 20.585 -35.050 0
 20.585 -34.950 0
 20.585 -34.850 0
 20.585 -34.750 0
 20.585 -34.650 0
 20.585 -34.550 0
 20.585 -34.450 0
 20.585 -34.350 0
 20.585 -34.250 0
 20.585 -34.150 0
 20.585 -34.050 1
 20.585 -33.950 1
 20.585 -33.850 1
 20.585 -33.750 1
 20.585 -33.650 1
 20.585 -33.550 1
 20.585 -33.450 1
 20.585 -33.350 1
 20.585 -33.250 1
 20.585 -33.150 1
 20.585 -33.050 1
 20.585 -32.950 1
 20.585 -32.850 1
 20.585 -32.750 1
 20.585 -32.650 1
 20.585 -32.550 1
 20.585 -32.450 1
 20.585 -32.350 1
 20.585 -32.250 1
 20.585 -32.150 1
 20.585 -32.050 1
 20.585 -31.950 1
 20.585 -31.850 1
 20.585 -31.750 1
 20.585 -31.650 1
 20.585 -31.550 1
 20.585 -31.450 1
 20.585 -31.350 1
 20.585 -31.250 1
 20.585 -31.150 1
 20.585 -31.050 1
 20.585 -30.950 1
 20.585 -30.850 1
 20.585 -30.750 1
 20.585 -30.650 1
 20.585 -30.550 1
 20.585 -30.450 1
 20.585 -30.350 1
 20.585 -30.250 1
 20.585 -30.150 1
 20.585 -30.050 1
 20.585 -29.950 1
 20.585 -29.850 1
 20.585 -29.750 1
 20.585 -29.650 1
 20.585 -29.550 1
 20.585 -29.450 1
 20.585 -29.350 1
 20.585 -29.250 1
 20.585 -29.150 1
 20.585 -29.050 1
 20.585 -28.950 1
 20.585 -28.850 1
 20.585 -28.750 1
 20.585 -28.650 1
 20.585 -28.550 1
 20.585 -28.450 1
 20.585 -28.350 1
 20.585 -28.250 1
 20.585 -28.150 1
 20.585 -28.050 0
 20.585 -27.950 0
 20.585 -27.850 0
 20.585 -27.750 0
 20.585 -27.650 0
 20.585 -27.550 0
 20.585 -27.450 0
 20.585 -27.350 0
 20.585 -27.250 0
 20.585 -27.150 0
 20.585 -27.050 0
 20.585 -26.950 0
 20.585 -26.850 0
 20.585 -26.750 0
 20.585 -26.650 0
 20.585 -26.550 0
 20.585 -26.450 0
 20.585 -26.350 0
 20.585 -26.250 0
 20.585 -26.150 0
 20.585 -26.050 0
 20.702 -35.950 0
 20.702 -35.850 0
 20.702 -35.750 0
 20.702 -35.650 0
 20.702 -35.550 0
 20.702 -35.450 0
 20.702 -35.350 0
 20.702 -35.250 0
 20.702 -35.150 0
 20.702 -35.050 0
 20.702 -34.950 0
 20.702 -34.850 0
 20.702 -34.750 0
 20.702 -34.650 0
 20.702 -34.550 0
 20.702 -34.450 0
 20.702 -34.350 0
 20.702 -34.250 0
 20.702 -34.150 0
 20.702 -34.050 1
 20.702 -33.950 1
 20.702 -33.850 1
 20.702 -33.750 1
 20.702 -33.650 1
 20.702 -33.550 1
 20.702 -33.450 1
 20.702 -33.350 1
 20.702 -33.250 1
 20.702 -33.150 1
 20.702 -33.050 1
 20.702 -32.950 1
 20.702 -32.850 1
 20.702 -32.750 1
 20.702 -32.650 1
 20.702 -32.550 1
 20.702 -32.450 1
 20.702 -32.350 1
 20.702 -32.250 1
 20.702 -32.150 1
 20.702 -32.050 1
 20.702 -31.950 1
 20.702 -31.850 1
 20.702 -31.750 1
 20.702 -31.650 1
 20.702 -31.550 1
 20.702 -31.450 1
 20.702 -31.350 1
 20.702 -31.250 1
 20.702 -31.150 1
 20.702 -31.050 1
 20.702 -30.950 1
 20.702 -30.850 1
 20.702 -30.750 1
 20.702 -30.650 1
 20.702 -30.550 1
 20.702 -30.450 1
 20.702 -30.350 1
 20.702 -30.250 1
 20.702 -30.150 1
 20.702 -30.050 1
 20.702 -29.950 1
 20.702 -29.850 1
 20.702 -29.750 1
 20.702 -29.650 1
 20.702 -29.550 1
 20.702 -29.450 1
 20.702 -29.350 1
 20.702 -29.250 1
 20.702 -29.150 1
 20.702 -29.050 1
 20.702 -28.950 1
 20.702 -28.850 1
 20.702 -28.750 1
 20.702 -28.650 1
 20.702 -28.550 1
 20.702 -28.450 1
 20.702 -28.350 1
 20.702 -28.250 1
 20.702 -28.150 1
 20.702 -28.050 0
 20.702 -27.950 0
 20.702 -27.850 0
 20.702 -27.750 0
 20.702 -27.650 0
 20.702 -27.550 0
 20.702 -27.450 0
 20.702 -27.350 0
 20.702 -27.250 0
 20.702 -27.150 0
 20.702 -27.050 0
 20.702 -26.950 0
 20.702 -26.850 0
 20.702 -26.750 0
 20.702 -26.650 0
 20.702 -26.550 0
 20.702 -26.450 0
 20.702 -26.350 0
 20.702 -26.250 0
 20.702 -26.150 0
 20.702 -26.050 0
 20.819 -35.950 0
 20.819 -35.850 0
 20.819 -35.750 0
 20.819 -35.650 0
 20.819 -35.550 0
 20.819 -35.450 0
 20.819 -35.350 0
 20.819 -35.250 0
 20.819 -35.150 0
 20.819 -35.050 0
 20.819 -34.950 0
 20.819 -34.850 0
 20.819 -34.750 0
 20.819 -34.650 0
 20.819 -34.550 0
 20.819 -34.450 0
 20.819 -34.350 0
 20.819 -34.250 0
 20.819 -34.150 0
 20.819 -34.050 0
 20.819 -33.950 1
 20.819 -33.850 1
 20.819 -33.750 1
 20.819 -33.650 1
 20.819 -33.550 1
 20.819 -33.450 1
 20.819 -33.350 1
 20.819 -33.250 1
 20.819 -33.150 1
 20.819 -33.050 1
 20.819 -32.950 1
 20.819 -32.850 1
 20.819 -32.750 1
 20.819 -32.650 1
 20.819 -32.550 1
 20.819 -32.450 1
 20.819 -32.350 1
 20.819 -32.250 1
 20.819 -32.150 1
 20.819 -32.050 1
 20.819 -31.950 1
 20.819 -31.850 1
 20.819 -31.750 1
 20.819 -31.650 1
 20.819 -31.550 1
 20.819 -31.450 1
 20.819 -31.350 1
 20.819 -31.250 1
 20.819 -31.150 1
 20.819 -31.050 1
 20.819 -30.950 1
 20.819 -30.850 1
 20.819 -30.750 1
 20.819 -30.650 1
 20.819 -30.550 1
 20.819 -30.450 1
 20.819 -30.350 1
 20.819 -30.250 1
 20.819 -30.150 1
 20.819 -30.050 1
 20.819 -29.950 1
 20.819 -29.850 1
 20.819 -29.750 1
 20.819 -29.650 1
 20.819 -29.550 1
 20.819 -29.450 1
 20.819 -29.350 1
 20.819 -29.250 1
 20.819 -29.150 1
 20.819 -29.050 1
 20.819 -28.950 1
 20.819 -28.850 1
 20.819 -28.750 1
 20.819 -28.650 1
 20.819 -28.550 1
 20.819 -28.450 1
 20.819 -28.350 1
 20.819 -28.250 1
 20.819 -28.150 1
 20.819 -28.050 1
 20.819 -27.950 0
 20.819 -27.850 0
 20.819 -27.750 0
 20.819 -27.650 0
 20.819 -27.550 0
 20.819 -27.450 0
 20.819 -27.350 0
 20.819 -27.250 0
 20.819 -27.150 0
 20.819 -27.050 0
 20.819 -26.950 0
 20.819 -26.850 0
 20.819 -26.750 0
 20.819 -26.650 0
 20.819 -26.550 0
 20.819 -26.450 0
 20.819 -26.350 0
 20.819 -26.250 0
 20.819 -26.150 0
 20.819 -26.050 0
 20.935 -35.950 0
 20.935 -35.850 0
 20.935 -35.750 0
 20.935 -35.650 0
 20.935 -35.550 0
 20.935 -35.450 0
 20.935 -35.350 0
 20.935 -35.250 0
 20.935 -35.150 0
 20.935 -35.050 0
 20.935 -34.950 0
 20.935 -34.850 0
 20.935 -34.750 0
 20.935 -34.650 0
 20.935 -34.550 0
 20.935 -34.450 0
 20.935 -34.350 0
 20.935 -34.250 0
 20.935 -34.150 0
 20.935 -34.050 0
 20.935 -33.950 1
 20.935 -33.850 1
 20.935 -33.750 1
 20.935 -33.650 1
 20.935 -33.550 1
 20.935 -33.450 1
 20.935 -33.350 1
 20.935 -33.250 1
 20.935 -33.150 1
 20.935 -33.050 1
 20.935 -32.950 1
 20.935 -32.850 1
 20.935 -32.750 1
 20.935 -32.650 1
 20.935 -32.550 1
 20.935 -32.450 1
 20.935 -32.350 1
 20.935 -32.250 1
 20.935 -32.150 1
 20.935 -32.050 1
 20.935 -31.950 1
 20.935 -31.850 1
 20.935 -31.750 1
 20.935 -31.650 1
 20.935 -31.550 1
 20.935 -31.450 1
 20.935 -31.350 1
 20.935 -31.250 1
 20.935 -31.150 1
 20.935 -31.050 1
 20.935 -30.950 1
 20.935 -30.850 1
 20.935 -30.750 1
 20.935 -30.650 1
 20.935 -30.550 1
 20.935 -30.450 1
 20.935 -30.350 1
 20.935 -30.250 1
 20.935 -30.150 1
 20.935 -30.050 1
 20.935 -29.950 1
 20.935 -29.850 1
 20.935 -29.750 1
 20.935 -29.650 1
 20.935 -29.550 1
 20.935 -29.450 1
 20.935 -29.350 1
 20.935 -29.250 1
 20.935 -29.150 1
 20.935 -29.050 1
 20.935 -28.950 1
 20.935 -28.850 1
 20.935 -28.750 1
 20.935 -28.650 1
 20.935 -28.550 1
 20.935 -28.450 1
 20.935 -28.350 1
 20.935 -28.250 1
 20.935 -28.150 1
 20.935 -28.050 1
 20.935 -27.950 0
 20.935 -27.850 0
 20.935 -27.750 0
 20.935 -27.650 0
 20.935 -27.550 0
 20.935 -27.450 0
 20.935 -27.350 0
 20.935 -27.250 0
 20.935 -27.150 0
 20.935 -27.050 0
 20.935 -26.950 0
 20.935 -26.850 0
 20.935 -26.750 0
 20.935 -26.650 0
 20.935 -26.550 0
 20.935 -26.450 0
 20.935 -26.350 0
 20.935 -26.250 0
 20.935 -26.150 0
 20.935 -26.050 0
 21.052 -35.950 0
 21.052 -35.850 0
 21.052 -35.750 0
 21.052 -35.650 0
 21.052 -35.550 0
 21.052 -35.450 0
 21.052 -35.350 0
 21.052 -35.250 0
 21.052 -35.150 0
 21.052 -35.050 0
 21.052 -34.950 0
 21.052 -34.850 0
 21.052 -34.750 0
 21.052 -34.650 0
 21.052 -34.550 0
 21.052 -34.450 0
 21.052 -34.350 0
 21.052 -34.250 0
 21.052 -34.150 0
 21.052 -34.050 0
 21.052 -33.950 0
 21.052 -33.850 1
 21.052 -33.750 1
 21.052 -33.650 1
 21.052 -33.550 1
 21.052 -33.450 1
 21.052 -33.350 1
 21.052 -33.250 1
 21.052 -33.150 1
 21.052 -33.050 1
 21.052 -32.950 1
 21.052 -32.850 1
 21.052 -32.750 1
 21.052 -32.650 1
 21.052 -32.550 1
 21.052 -32.450 1
 21.052 -32.350 1
 21.052 -32.250 1
 21.052 -32.150 1
 21.052 -32.050 1
 21.052 -31.950 1
 21.052 -31.850 1
 21.052 -31.750 1
 21.052 -31.650 1
 21.052 -31.550 1
 21.052 -31.450 1
 21.052 -31.350 1
 21.052 -31.250 1
 21.052 -31.150 1
 21.052 -31.050 1
 21.052 -30.950 1
 21.052 -30.850 1
 21.052 -30.750 1
 21.052 -30.650 1
 21.052 -30.550 1
 21.052 -30.450 1
 21.052 -30.350 1
 21.052 -30.250 1
 21.052 -30.150 1
 21.052 -30.050 1
 21.052 -29.950 1
 21.052 -29.850 1
 21.052 -29.750 1
 21.052 -29.650 1
 21.052 -29.550 1
 21.052 -29.450 1
 21.052 -29.350 1
 21.052 -29.250 1
 21.052 -29.150 1
 21.052 -29.050 1
 21.052 -28.950 1
 21.052 -28.850 1
 21.052 -28.750 1
 21.052 -28.650 1
 21.052 -28.550 1
 21.052 -28.450 1
 21.052 -28.350 1
 21.052 -28.250 1
 21.052 -28.150 1
 21.052 -28.050 1
 21.052 -27.950 1
 21.052 -27.850 0
 21.052 -27.750 0
 21.052 -27.650 0
 21.052 -27.550 0
 21.052 -27.450 0
 21.052 -27.350 0
 21.052 -27.250 0
 21.052 -27.150 0
 21.052 -27.050 0
 21.052 -26.950 0
 21.052 -26.850 0
 21.052 -26.750 0
 21.052 -26.650 0
 21.052 -26.550 0
 21.052 -26.450 0
 21.052 -26.350 0
 21.052 -26.250 0
 21.052 -26.150 0
 21.052 -26.050 0
 21.169 -35.950 0
 21.169 -35.850 0
 21.169 -35.750 0
 21.169 -35.650 0
 21.169 -35.550 0
 21.169 -35.450 0
 21.169 -35.350 0
 21.169 -35.250 0
 21.169 -35.150 0
 21.169 -35.050 0
 21.169 -34.950 0
 21.169 -34.850 0
 21.169 -34.750 0
 21.169 -34.650 0
 21.169 -34.550 0
 21.169 -34.450 0
 21.169 -34.350 0
 21.169 -34.250 0
 21.169 -34.150 0
 21.169 -34.050 0
 21.169 -33.950 0
 21.169 -33.850 0
 21.169 -33.750 1
 21.169 -33.650 1
 21.169 -33.550 1
 21.169 -33.450 1
 21.169 -33.350 1
 21.169 -33.250 1
 21.169 -33.150 1
 21.169 -33.050 1
 21.169 -32.950 1
 21.169 -32.850 1
 21.169 -32.750 1
 21.169 -32.650 1
 21.169 -32.550 1
 21.169 -32.450 1
 21.169 -32.350 1
 21.169 -32.250 1
 21.169 -32.150 1
 21.169 -32.050 1
 21.169 -31.950 1
 21.169 -31.850 1
 21.169 -31.750 1
 21.169 -31.650 1
 21.169 -31.550 1
 21.169 -31.450 1
 21.169 -31.350 1
 21.169 -31.250 1
 21.169 -31.150 1
 21.169 -31.050 1
 21.169 -30.950 1
 21.169 -30.850 1
 21.169 -30.750 1
 21.169 -30.650 1
 21.169 -30.550 1
 21.169 -30.450 1
 21.169 -30.350 1
 21.169 -30.250 1
 21.169 -30.150 1
 21.169 -30.050 1
 21.169 -29.950 1
 21.169 -29.850 1
 21.169 -29.750 1
 21.169 -29.650 1
 21.169 -29.550 1
 21.169 -29.450 1
 21.169 -29.350 1
 21.169 -29.250 1
 21.169 -29.150 1
 21.169 -29.050 1
 21.169 -28.950 1
 21.169 -28.850 1
 21.169 -28.750 1
 21.169 -28.650 1
 21.169 -28.550 1
 21.169 -28.450 1
 21.169 -28.350 1
 21.169 -28.250 1
 21.169 -28.150 1
 21.169 -28.050 1
 21.169 -27.950 1
 21.169 -27.850 1
 21.169 -27.750 0
 21.169 -27.650 0
 21.169 -27.550 0
 21.169 -27.450 0
 21.169 -27.350 0
 21.169 -27.250 0
 21.169 -27.150 0
 21.169 -27.050 0
 21.169 -26.950 0
 21.169 -26.850 0
 21.169 -26.750 0
 21.169 -26.650 0
 21.169 -26.550 0
 21.169 -26.450 0
 21.169 -26.350 0
 21.169 -26.250 0
 21.169 -26.150 0
 21.169 -26.050 0
 21.285 -35.950 0
 21.285 -35.850 0
 21.285 -35.750 0
 21.285 -35.650 0
 21.285 -35.550 0
 21.285 -35.450 0
 21.285 -35.350 0
 21.285 -35.250 0
 21.285 -35.150 0
 21.285 -35.050 0
 21.285 -34.950 0
 21.285 -34.850 0
 21.285 -34.750 0
 21.285 -34.650 0
 21.285 -34.550 0
 21.285 -34.450 0
 21.285 -34.350 0
 21.285 -34.250 0
 21.285 -34.150 0
 21.285 -34.050 0
 21.285 -33.950 0
 21.285 -33.850 0
 21.285 -33.750 1
 21.285 -33.650 1
 21.285 -33.550 1
 21.285 -33.450 1
 21.285 -33.350 1
 21.285 -33.250 1
 21.285 -33.150 1
 21.285 -33.050 1
 21.285 -32.950 1
 21.285 -32.850 1
 21.285 -32.750 1
 21.285 -32.650 1
 21.285 -32.550 1
 21.285 -32.450 1
 21.285 -32.350 1
 21.285 -32.250 1
 21.285 -32.150 1
 21.285 -32.050 1
 21.285 -31.950 1
 21.285 -31.850 1
 21.285 -31.750 1
 21.285 -31.650 1
 21.285 -31.550 1
 21.285 -31.450 1
 21.285 -31.350 1
 21.285 -31.250 1
 21.285 -31.150 1
 21.285 -31.050 1
 21.285 -30.950 1
 21.285 -30.850 1
 21.285 -30.750 1
 21.285 -30.650 1
 21.285 -30.550 1
 21.285 -30.450 1
 21.285 -30.350 1
 21.285 -30.250 1
 21.285 -30.150 1
 21.285 -30.050 1
 21.285 -29.950 1
 21.285 -29.850 1
 21.285 -29.750 1
 21.285 -29.650 1
 21.285 -29.550 1
 21.285 -29.450 1
 21.285 -29.350 1
 21.285 -29.250 1
 21.285 -29.150 1
 21.285 -29.050 1
 21.285 -28.950 1
 21.285 -28.850 1
 21.285 -28.750 1
 21.285 -28.650 1
 21.285 -28.550 1
 21.285 -28.450 1
 21.285 -28.350 1
 21.285 -28.250 1
 21.285 -28.150 1
 21.285 -28.050 1
 21.285 -27.950 1
 21.285 -27.850 1
 21.285 -27.750 0
 21.285 -27.650 0
 21.285 -27.550 0
 21.285 -27.450 0
 21.285 -27.350 0
 21.285 -27.250 0
 21.285 -27.150 0
 21.285 -27.050 0
 21.285 -26.950 0
 21.285 -26.850 0
 21.285 -26.750 0
 21.285 -26.650 0
 21.285 -26.550 0
 21.285 -26.450 0
 21.285 -26.350 0
 21.285 -26.250 0
 21.285 -26.150 0
 21.285 -26.050 0
 21.402 -35.950 0
 21.402 -35.850 0
 21.402 -35.750 0
 21.402 -35.650 0
 21.402 -35.550 0
 21.402 -35.450 0
 21.402 -35.350 0
 21.402 -35.250 0
 21.402 -35.150 0
 21.402 -35.050 0
 21.402 -34.950 0
 21.402 -34.850 0
 21.402 -34.750 0
 21.402 -34.650 0
 21.402 -34.550 0
 21.402 -34.450 0
 21.402 -34.350 0
 21.402 -34.250 0
 21.402 -34.150 0
 21.402 -34.050 0
 21.402 -33.950 0
 21.402 -33.850 0
 21.402 -33.750 1
 21.402 -33.650 1
